id,response
STDT 8950, Because the mass of the person or astronaut is less on the moon then it is on earth.
STDT 8953, Earth has an atmosphere that creates gravity and on the moon there is no atmosphere and that equals no gravity. 
STDT 8954, the difference is because their on different planets one is on the moon and other on earth and they have very different gravitational pulls on different  planets i think. 
STDT 8960, The astronauts weight on the moon is different because their is less gravity on the moon the on earth.( I feels like gods foot pushing you down) 
STDT 8961, An astronaut's weight is different on the moon than on earth because the moon has less mass and gravity than earth and how heavy the astronaut is on earth ( he/she/they) will be lighter than on earth 
STDT 8963, The reason why astronauts are lighter on the moon than Earth is because the Earth has more gravity than the  moon. 
STDT 8967, An astronaut's weight in different on the moon than it on earth because in space there is no gravity  
STDT 8974, Yes because when you're in space your weight changes due to lack of air and gravity. 
STDT 8975,"  An astronaut's weight is different on the moon than it is on the Earth because the weight of an object increases in a location with more gravity and decreases in a place with less. like for example, the moon's gravity is less than Earth's. So an astronaut weighs less on the moon than on Earth, but his or her mass remains the same. "
STDT 8976, because there is not much gravity on the moon than on earth . So that why the weight is different.  
STDT 8977,"   Mass refers to the amount of matter that is in an object, but weight is the force experienced by an object due to the cause of gravity. Since weight depends on both mass and gravity, it changes depending on the location. Let's look at astronauts as an example. On Earth, an astronaut may weigh around 175 pounds (778 N). But on the moon, the same astronaut would weigh only 29 pounds (129 N)! which is a big diffrence "
STDT 8749, our weight on the moon would be less than it would be on earth due to a difference of the strength of the gravity on the moon. 
STDT 8984," The reason why an astronaut weighs less on the moon is because space does not have gravity. Earth does have gravity. What gravity does is pull you down and keeps you from flouting away. So, if gravity pushes you down to stay on Earth, then doesn "
STDT 8987," Because the moon's gravitational pull towards the astronaut is weaker than it would be on the earth. He still has the same mass, but technically weighs less due to weight being measured by how much an object is pulled down by gravity "
STDT 8989," The astronaut's weight is different on the moon than on earth, is because the gravitational pull is smaller on the moon than on the earth. "
